COD_INCIDENCIA,NUM_INTERVENCION,ORDEN_SERVICIO,NUMERO_PEDIDO,COD_TIPO,TIPO,COD_SINTOMA,SINTOMA,COD_DEPARTAMENTO,DEPARTAMENTO,COD_ESTADO,ESTADO,COD_PRIORIDAD,PRIORIDAD,ES_CITA,FECHA_INCIDENCIA,FECHA_ASIGNACION,HORA_ASIGNACION,FECHA_FIN_ASIG,HORA_FIN_ASIGNACION,FECHA_FINALIZACION,COD_CLIENTE,CLIENTE,CIF,COD_AGENTE,NOMBRE_AGENTE,COD_SEDE,SEDE,DIRECCION_SEDE,LOCALIDAD_SEDE,CP_SEDE,PROVINCIA_SEDE,COD_RESPONSABLE,RESPONSABLE,COD_TECNICO,NOMBRE_TECNICO,CODIGOS_PERSONAL,NOMBRES_PERSONAL,TIPO_MANTENIMIENTO,VINCULADO_OBRA,VINCULADO_MANTENIMIENTO,AREALIZAR,NOTAS_INTERNAS,NOTAS_AVISO,A_REALIZAR,REALIZADO,REQ_INFORME,OBS_INFORME,REQ_PRESUPUESTO,OBS_PRESUPUESTO,DURACION_PLANIFICADA
12969,2026-04934,,106678,2,Accion Correctiva,0,,7,SAT ALMERIA,2,Asignado,3,No Urgente,NO,2026-03-02T10:53:00,2026-03-06,09:00,2026-03-06,10:00,,395,DISTRIBUCIONES IBERIA S.A.,ESX11000010,0,,2974,C2119 C/ TIZIANO,"C/ PINTOR ROSALES, 98",Roquetas de Mar,04740,Almería,161,OFT-DAVID SANCHEZ ORTEGA,112,ALM-ROBERTO AGUILAR MESA,2,SAT,,NO,NO,Sustitución de compresor en Equipo de AA Nº2 en Mercadonda de Tiziano. El compresor ya se encuentra en la instalación,,,Sustitución de compresor en Equipo de AA Nº2 en Mercadonda de Tiziano. El compresor ya se encuentra en la instalación,,NO,,NO,,00:00
12968,2026-04933,,,39,Visita Tecnica (No Facturable),0,,7,SAT ALMERIA,2,Asignado,3,No Urgente,NO,2026-03-02T10:51:00,2026-03-06,13:45,2026-03-06,14:45,,674,CLIENTE PARTICULAR 002,ESX11000019,0,,3304,Félix Muñoz Rodríguez,"PLAZA DE SAN PEDRO, 5 3º - 2",Almeria,04001,Almería,161,OFT-DAVID SANCHEZ ORTEGA,161,OFT-DAVID SANCHEZ ORTEGA,,,,NO,NO,VISITA TECNICA - Toma de datos y medidas para elaboración de presupuesto para sustitución de equipos.,Visita Técnica,,VISITA TECNICA - Toma de datos y medidas para elaboración de presupuesto para sustitución de equipos.,,NO,,NO,,01:00
12967,2026-04932,16310340,,2,Accion Correctiva,0,,5,SAT MALAGA,7,Albaranado,3,No Urgente,NO,2026-03-02T10:40:00,2026-03-02,05:00,2026-03-02,07:00,2026-03-02T13:44:47,281,"GRUPO ELEGANCE MODA, S.A",ESX11000011,130,ADM-CARMEN LOPEZ FERNANDEZ,2478,12530 MAL-MARQUES LARIOS,"ALLE MARQUÉS DE LARIOS, 9, 29015 MÁLAGA",MÁLAGA,29015,Málaga,133,OFT-SERGIO TORRES REYES,135,MAL-DANIEL CASTAÑO RUEDA,,,,NO,NO,"Nº Pedido 16310340 INC000026033026 WR000977940 REVISION SPLIT COCINA. sale agua, no succiona",,,"Nº Pedido 16310340 INC000026033026 WR000977940 REVISION SPLIT COCINA. sale agua, no succiona","Acudo a tienda por aviso en Split de cocina debido a fallo en evacuación de condensados. A la revisión se comprueba que la bomba de condensados se encontraba bloqueada por acumulación progresiva de residuos orgánicos propios del ambiente de cocina, lo que impedía el correcto movimiento del flotador de nivel y provocaba la parada de seguridad del equipo.

Se procede al desmontaje de la bomba para su limpieza interior, eliminando restos acumulados en depósito, turbina y conducto de impulsión. Se realiza igualmente limpieza de bandeja de condensados y comprobación de la línea de desagüe, verificando que no existan obstrucciones adicionales. Se aplica tratamiento desinfectante para prevenir nueva acumulación prematura.

Una vez montado el conjunto, se comprueba alimentación eléctrica y correcto funcionamiento del sistema de seguridad por nivel. Se realizan pruebas de funcionamiento con aporte de agua, verificando arranque y evacuación normal.

Equipo queda funcionando correctamente.",NO,,NO,,00:00
12966,2026-04931,16310313,,2,Accion Correctiva,0,,16,SAT SEVILLA/HUELVA,555,No facturar,3,No Urgente,NO,2026-03-02T10:39:00,2026-03-02,08:00,2026-03-02,09:00,2026-03-02T10:46:21,281,"GRUPO ELEGANCE MODA, S.A",ESX11000011,152,ADM-RAFAEL MORALES JIMENEZ,2854,12523-SEV-LAGOH,"Centro comercial Lagoh, 41012 Sevilla",Sevilla,41012,Sevilla,147,OFT-PABLO HERRERA MOLINA,164,SEV-MARCOS GUTIERREZ CANO,,,,NO,NO,"WR000977905 No funciona el aire de tienda, la temperatura es muy elevada y hace mucha calor.",,,"WR000977905 No funciona el aire de tienda, la temperatura es muy elevada y hace mucha calor.",solucionado por telefono,NO,,NO,,00:00
12965,2026-04930,PTE,,2,Accion Correctiva,0,,5,SAT MALAGA,7,Albaranado,1,Urgente,NO,2026-03-02T10:35:00,2026-03-02,16:00,2026-03-02,17:00,2026-03-02T13:03:57,281,"GRUPO ELEGANCE MODA, S.A",ESX11000011,130,ADM-CARMEN LOPEZ FERNANDEZ,2488,4217 MARB-MARINA BANUS,"C/ RAMON ARECES, S/N",MARBELLA,29660,Málaga,161,OFT-DAVID SANCHEZ ORTEGA,105,MAL-JORGE MENDEZ PRIETO,2,SAT,,NO,NO,La tienda no presenta coumicación en ENERGYMON. Realizar diagnóstico ,,,La tienda no presenta coumicación en ENERGYMON. Realizar diagnóstico ,"Se revisa el PLC tras aviso de mal funcionamiento en el sistema de control. Compruebo que la pantalla táctil se encuentra bloqueada, sin responder al pulsarla, impidiendo el acceso a menús y parámetros.

Se realizan varias comprobaciones para descartar fallo de comunicación o alimentación, verificando tensiones, estado de conexiones y comunicación con los equipos asociados. Confirmado que el problema está en el bloqueo del propio panel, se procede a realizar reinicio completo del PLC, dejando el sistema sin tensión y arrancándolo nuevamente para restablecer funcionamiento y comunicaciones.

Tras el reinicio, la pantalla vuelve a responder correctamente. Se comprueba acceso a menús, lectura de parámetros y correcta comunicación con los equipos de climatización. Permanezco en observación verificando que no vuelve a bloquearse y que el sistema trabaja con normalidad.

Sistema operativo y funcionando correctamente.
Trabajo finalizado.",NO,,NO,,02:00
12964,2026-04929,16310332,,2,Accion Correctiva,0,,16,SAT SEVILLA/HUELVA,555,No facturar,3,No Urgente,NO,2026-03-02T10:37:00,2026-03-02,02:00,2026-03-02,03:00,2026-03-02T11:49:55,100,NOVA URBAN ESPAÑA SA,ESX11000003,152,ADM-RAFAEL MORALES JIMENEZ,2544,304 SEV-CC EL MIRADOR,"CC EL MIRADOR, AVDA. PRINCIPAL S/N",SEVILLA,41007,Sevilla,147,OFT-PABLO HERRERA MOLINA,164,SEV-MARCOS GUTIERREZ CANO,,,,NO,NO,WR000977939 El aire acondicionado sigue dando muchisimo calor,,,WR000977939 El aire acondicionado sigue dando muchisimo calor,solucionado por telefono ,NO,,NO,,00:00
12963,2026-04928,S/26/00129 - Mantenimiento UPH,,38,Presupuesto,0,,13,SAT GRANADA,99,Anulado,3,No Urgente,NO,2026-03-02T10:15:00,,00:00,,00:00,,16,ENERGIA PACIFICO SA,ESX11000006,0,,18,ENERGIA PACIFICO SA,"AVDA. DE LA BORBOLLA, 60",Sevilla,41004,Sevilla,152,ADM-RAFAEL MORALES JIMENEZ,,,,,,NO,NO,"- Revisión de mantenimiento de climatización en la agrupación UPH SUR Agrupación Granada 2026
- 1 Operaciones Preventivas R.I.T.E (Equipos Aire Acondicionado) 1,00
Operaciones preventivas a realizar en sus instalaciones de
climatización en cumplimiento del RD 178/2021/RITE (Reglamento
para Instalaciones Térmicas en los Edificios), según el listado que
se indica en la IT3 y siguientes. En estas operaciones no se incluye
las piezas o recambios a sustituir, así como la mano de obra que se
consideran averías correctivas. En este mismo caso de no incluidas
se encuentran los aceites y refrigerantes.
Frecuencia ANUAL: Centro y equipamiento a revisar
Acciones a realizar:
1 Revisión y limpieza de la batería del condensador
2 Comprobación del funcionamiento de la bomba de condensados
3 Comprobación del estado de los compresores. Verificar el nivel de aceite.
4 Revisión del sifón y tubo de drenaje
5 Comprobar el correcto funcionamiento del termostato (mando a distancia)
6 Revisión y limpieza del filtro del aire. S/P Sustituir.
7 Revisión de carga de refrigerante (estanqueidad, ausencia de fugas), y
reponer, si procede, anotando cuantía.
8 Revisión del asilamiento de las tuberías frigoríficas
9 Revisión general de estanqueidad de juntas de unión
10 Comprobar funcionamiento del equipo
11 ""Tomar datos según protocolo.
 - Datos frigoríficos, presiones, temperaturas, así como los suministrados
por el autómata de la máquina.
 - Medición de consumos de resistencias.
 - Medida de tensión y consumos y comparación con los nominales.
 - Anotar valores control de condiciones ambientales.""
12 Revisión y limpieza de la bandeja de condensados
13 Comprobación del estado de los ventiladores. Verificación
de inexistencia de ruidos y
 vibraciones.
14 Revisión de anclajes (bancada)
15 Revisión del estado de la carcasa (unidad exterior)
16 Revisión y reapriete de bornas del cuadro eléctrico y
conexiones. Inspección y limpieza de
 cuadros eléctricos.
17 Revisión envolvente y embellecedores (unidad interior)
18 Revisión del estado de turbinas y aspas
19 Comprobar aislamiento eléctrico
20 Verificar puesta a tierra
- CENTRAL DILAR
- 2 [7.02_Servicio_Split_M] 7.02 Servicio 02. Splits - Internvenciones  M.
- 2 [7.02_Servicio_Split_3M] 7.02 Servicio 02. Splits - Intervenciones 3M.
- 2 [7.02_Servicio_Split_A] 7.02 Servicio 02. Splits - Intervenciones A.
- 1 7.43 Servicio 43.  Gastos de implantación servicio de mantenimiento  a instalación/caseta ubicada fuera del centro de trabajo a una distancia 10 < x ≤ 30 km
- CENTRAL DURCAL
- 2 [7.02_Servicio_Split_M] 7.02 Servicio 02. Splits - Internvenciones  M.
- 2 [7.02_Servicio_Split_3M] 7.02 Servicio 02. Splits - Intervenciones 3M.
- 2 [7.02_Servicio_Split_A] 7.02 Servicio 02. Splits - Intervenciones A.
- 1 7.43 Servicio 43.  Gastos de implantación servicio de mantenimiento a instalación/caseta ubicada fuera del centro de trabajo a una distancia 30 < x ≤ 60 km
- CENTRAL DUQUE
- 1 [7.02_Servicio_Split_M] 7.02 Servicio 02. Splits - Internvenciones  M.
- 1 [7.02_Servicio_Split_3M] 7.02 Servicio 02. Splits - Intervenciones 3M.
- 1 [7.02_Servicio_Split_A] 7.02 Servicio 02. Splits - Intervenciones A.
- 1 7.43 Servicio 43.  Gastos de implantación servicio de mantenimiento a instalación/caseta ubicada fuera del centro de trabajo a una distancia x >60 km
- CENTRAL PAMPANEIRA
- 3 [7.02_Servicio_Split_M] 7.02 Servicio 02. Splits - Internvenciones  M.
- 3 [7.02_Servicio_Split_3M] 7.02 Servicio 02. Splits - Intervenciones 3M.
- 3 [7.02_Servicio_Split_A] 7.02 Servicio 02. Splits - Intervenciones A.
- 1 7.43 Servicio 43.  Gastos de implantación servicio de mantenimiento a instalación/caseta ubicada fuera del centro de trabajo a una distancia x >60 km
- CENTRAL POQUEIRA
- 2 [7.02_Servicio_Split_M] 7.02 Servicio 02. Splits - Internvenciones  M.
- 2 [7.02_Servicio_Split_3M] 7.02 Servicio 02. Splits - Intervenciones 3M.
- 2 [7.02_Servicio_Split_A] 7.02 Servicio 02. Splits - Intervenciones A.
- 1 7.43 Servicio 43.  Gastos de implantación servicio de mantenimiento a instalación/caseta ubicada fuera del centro de trabajo a una distancia x >60 km
- CENTRAL NUEVO CASTILLO
- 3 [7.02_Servicio_Split_M] 7.02 Servicio 02. Splits - Internvenciones  M.
- 3 [7.02_Servicio_Split_3M] 7.02 Servicio 02. Splits - Intervenciones 3M.
- 3 [7.02_Servicio_Split_A] 7.02 Servicio 02. Splits - Intervenciones A.
- 1 7.43 Servicio 43.  Gastos de implantación servicio de mantenimiento a instalación/caseta ubicada fuera del centro de trabajo a una distancia 30 < x ≤ 60 km
- CENTRAL NEGRATIN
- 1 [7.02_Servicio_Split_M] 7.02 Servicio 02. Splits - Internvenciones  M.
- 1 [7.02_Servicio_Split_3M] 7.02 Servicio 02. Splits - Intervenciones 3M.
- 1 [7.02_Servicio_Split_A] 7.02 Servicio 02. Splits - Intervenciones A.
- 1 7.43 Servicio 43.  Gastos de implantación servicio de mantenimiento a instalación/caseta ubicada fuera del centro de trabajo a una distancia x >60 km
- CENTRAL CANALES
- 3 [7.02_Servicio_Split_M] 7.02 Servicio 02. Splits - Internvenciones  M.
- 3 [7.02_Servicio_Split_3M] 7.02 Servicio 02. Splits - Intervenciones 3M.
- 3 [7.02_Servicio_Split_A] 7.02 Servicio 02. Splits - Intervenciones A.
- 1 [7.43_Servicio_Desplazamiento_4] 7.43 Servicio 43.  Gastos de implantación servicio de mantenimiento a instalación/caseta ubicada fuera del centro de trabajo a una distancia 30 < x ≤ 60 km
- CENTRAL IZBOR
- 4 [7.02_Servicio_Split_M] 7.02 Servicio 02. Splits - Internvenciones  M.
- 4 [7.02_Servicio_Split_3M] 7.02 Servicio 02. Splits - Intervenciones 3M.
- 4 [7.02_Servicio_Split_A] 7.02 Servicio 02. Splits - Intervenciones A.
- 1 [7.43_Servicio_Desplazamiento_5] 7.43 Servicio 43.  Gastos de implantación servicio de mantenimiento a instalación/caseta ubicada fuera del centro de trabajo a una distancia x >60 km
- CENTRAL CAZULAS
- 1 [7.02_Servicio_Split_M] 7.02 Servicio 02. Splits - Internvenciones  M.
- 1 [7.02_Servicio_Split_3M] 7.02 Servicio 02. Splits - Intervenciones 3M.
- 1 [7.02_Servicio_Split_A] 7.02 Servicio 02. Splits - Intervenciones A.
- 1 [7.43_Servicio_Desplazamiento_5] 7.43 Servicio 43.  Gastos de implantación servicio de mantenimiento a instalación/caseta ubicada fuera del centro de trabajo a una distancia x >60 km
","GILBERTO 02/03: presupuesto aprobado - MANTENIMIENTO.
anulo intervención porque el mantenimiento se factura desde contratos odoo.","Nº Ppto. Odoo: S/26/00129 - Mantenimiento UPH SUR Agrupación Granada 2026 - ENERGIA PACIFICO SA
Ref. Ppto. Odoo: S/26/00129
Comercial: RAFAEL MORALES JIMENEZ
","- Revisión de mantenimiento de climatización en la agrupación UPH SUR Agrupación Granada 2026
- 1 Operaciones Preventivas R.I.T.E (Equipos Aire Acondicionado) 1,00
Operaciones preventivas a realizar en sus instalaciones de
climatización en cumplimiento del RD 178/2021/RITE (Reglamento
para Instalaciones Térmicas en los Edificios), según el listado que
se indica en la IT3 y siguientes. En estas operaciones no se incluye
las piezas o recambios a sustituir, así como la mano de obra que se
consideran averías correctivas. En este mismo caso de no incluidas
se encuentran los aceites y refrigerantes.
Frecuencia ANUAL: Centro y equipamiento a revisar
Acciones a realizar:
1 Revisión y limpieza de la batería del condensador
2 Comprobación del funcionamiento de la bomba de condensados
3 Comprobación del estado de los compresores. Verificar el nivel de aceite.
4 Revisión del sifón y tubo de drenaje
5 Comprobar el correcto funcionamiento del termostato (mando a distancia)
6 Revisión y limpieza del filtro del aire. S/P Sustituir.
7 Revisión de carga de refrigerante (estanqueidad, ausencia de fugas), y
reponer, si procede, anotando cuantía.
8 Revisión del asilamiento de las tuberías frigoríficas
9 Revisión general de estanqueidad de juntas de unión
10 Comprobar funcionamiento del equipo
11 ""Tomar datos según protocolo.
 - Datos frigoríficos, presiones, temperaturas, así como los suministrados
por el autómata de la máquina.
 - Medición de consumos de resistencias.
 - Medida de tensión y consumos y comparación con los nominales.
 - Anotar valores control de condiciones ambientales.""
12 Revisión y limpieza de la bandeja de condensados
13 Comprobación del estado de los ventiladores. Verificación
de inexistencia de ruidos y
 vibraciones.
14 Revisión de anclajes (bancada)
15 Revisión del estado de la carcasa (unidad exterior)
16 Revisión y reapriete de bornas del cuadro eléctrico y
conexiones. Inspección y limpieza de
 cuadros eléctricos.
17 Revisión envolvente y embellecedores (unidad interior)
18 Revisión del estado de turbinas y aspas
19 Comprobar aislamiento eléctrico
20 Verificar puesta a tierra
- CENTRAL DILAR
- 2 [7.02_Servicio_Split_M] 7.02 Servicio 02. Splits - Internvenciones  M.
- 2 [7.02_Servicio_Split_3M] 7.02 Servicio 02. Splits - Intervenciones 3M.
- 2 [7.02_Servicio_Split_A] 7.02 Servicio 02. Splits - Intervenciones A.
- 1 7.43 Servicio 43.  Gastos de implantación servicio de mantenimiento  a instalación/caseta ubicada fuera del centro de trabajo a una distancia 10 < x ≤ 30 km
- CENTRAL DURCAL
- 2 [7.02_Servicio_Split_M] 7.02 Servicio 02. Splits - Internvenciones  M.
- 2 [7.02_Servicio_Split_3M] 7.02 Servicio 02. Splits - Intervenciones 3M.
- 2 [7.02_Servicio_Split_A] 7.02 Servicio 02. Splits - Intervenciones A.
- 1 7.43 Servicio 43.  Gastos de implantación servicio de mantenimiento a instalación/caseta ubicada fuera del centro de trabajo a una distancia 30 < x ≤ 60 km
- CENTRAL DUQUE
- 1 [7.02_Servicio_Split_M] 7.02 Servicio 02. Splits - Internvenciones  M.
- 1 [7.02_Servicio_Split_3M] 7.02 Servicio 02. Splits - Intervenciones 3M.
- 1 [7.02_Servicio_Split_A] 7.02 Servicio 02. Splits - Intervenciones A.
- 1 7.43 Servicio 43.  Gastos de implantación servicio de mantenimiento a instalación/caseta ubicada fuera del centro de trabajo a una distancia x >60 km
- CENTRAL PAMPANEIRA
- 3 [7.02_Servicio_Split_M] 7.02 Servicio 02. Splits - Internvenciones  M.
- 3 [7.02_Servicio_Split_3M] 7.02 Servicio 02. Splits - Intervenciones 3M.
- 3 [7.02_Servicio_Split_A] 7.02 Servicio 02. Splits - Intervenciones A.
- 1 7.43 Servicio 43.  Gastos de implantación servicio de mantenimiento a instalación/caseta ubicada fuera del centro de trabajo a una distancia x >60 km
- CENTRAL POQUEIRA
- 2 [7.02_Servicio_Split_M] 7.02 Servicio 02. Splits - Internvenciones  M.
- 2 [7.02_Servicio_Split_3M] 7.02 Servicio 02. Splits - Intervenciones 3M.
- 2 [7.02_Servicio_Split_A] 7.02 Servicio 02. Splits - Intervenciones A.
- 1 7.43 Servicio 43.  Gastos de implantación servicio de mantenimiento a instalación/caseta ubicada fuera del centro de trabajo a una distancia x >60 km
- CENTRAL NUEVO CASTILLO
- 3 [7.02_Servicio_Split_M] 7.02 Servicio 02. Splits - Internvenciones  M.
- 3 [7.02_Servicio_Split_3M] 7.02 Servicio 02. Splits - Intervenciones 3M.
- 3 [7.02_Servicio_Split_A] 7.02 Servicio 02. Splits - Intervenciones A.
- 1 7.43 Servicio 43.  Gastos de implantación servicio de mantenimiento a instalación/caseta ubicada fuera del centro de trabajo a una distancia 30 < x ≤ 60 km
- CENTRAL NEGRATIN
- 1 [7.02_Servicio_Split_M] 7.02 Servicio 02. Splits - Internvenciones  M.
- 1 [7.02_Servicio_Split_3M] 7.02 Servicio 02. Splits - Intervenciones 3M.
- 1 [7.02_Servicio_Split_A] 7.02 Servicio 02. Splits - Intervenciones A.
- 1 7.43 Servicio 43.  Gastos de implantación servicio de mantenimiento a instalación/caseta ubicada fuera del centro de trabajo a una distancia x >60 km
- CENTRAL CANALES
- 3 [7.02_Servicio_Split_M] 7.02 Servicio 02. Splits - Internvenciones  M.
- 3 [7.02_Servicio_Split_3M] 7.02 Servicio 02. Splits - Intervenciones 3M.
- 3 [7.02_Servicio_Split_A] 7.02 Servicio 02. Splits - Intervenciones A.
- 1 [7.43_Servicio_Desplazamiento_4] 7.43 Servicio 43.  Gastos de implantación servicio de mantenimiento a instalación/caseta ubicada fuera del centro de trabajo a una distancia 30 < x ≤ 60 km
- CENTRAL IZBOR
- 4 [7.02_Servicio_Split_M] 7.02 Servicio 02. Splits - Internvenciones  M.
- 4 [7.02_Servicio_Split_3M] 7.02 Servicio 02. Splits - Intervenciones 3M.
- 4 [7.02_Servicio_Split_A] 7.02 Servicio 02. Splits - Intervenciones A.
- 1 [7.43_Servicio_Desplazamiento_5] 7.43 Servicio 43.  Gastos de implantación servicio de mantenimiento a instalación/caseta ubicada fuera del centro de trabajo a una distancia x >60 km
- CENTRAL CAZULAS
- 1 [7.02_Servicio_Split_M] 7.02 Servicio 02. Splits - Internvenciones  M.
- 1 [7.02_Servicio_Split_3M] 7.02 Servicio 02. Splits - Intervenciones 3M.
- 1 [7.02_Servicio_Split_A] 7.02 Servicio 02. Splits - Intervenciones A.
- 1 [7.43_Servicio_Desplazamiento_5] 7.43 Servicio 43.  Gastos de implantación servicio de mantenimiento a instalación/caseta ubicada fuera del centro de trabajo a una distancia x >60 km
",,NO,,NO,,00:00
12962,2026-04927,PTE,,2,Accion Correctiva,0,,16,SAT SEVILLA/HUELVA,7,Albaranado,3,No Urgente,NO,2026-03-02T09:51:00,2026-03-02,01:00,2026-03-02,02:00,2026-03-02T10:38:18,591,"MODA SUR, S.A.",ESX11000001,152,ADM-RAFAEL MORALES JIMENEZ,2314,12462-OUTLET MALL SEV-LAGOH,"AVDA.DE PALMAS ALTAS, 41012 SEVILLA",SEVILLA,41012,Sevilla,147,OFT-PABLO HERRERA MOLINA,140,SEV-VICTOR BLAZQUEZ MUÑOZ,,,,NO,NO,"ECO427677 Informarles que en ClimaControl hemos detectado que la tienda Outlet Mall 12462 SEV-LAGOH, SEVILLA tiene activa la alerta Control remoto termostato es distinto a control remoto lo que nos indica que el sistema de control de climatización se encuentra en modo manual (Termostato) y puede estar generando consumos indeseados.",[C],[COMPLETO],"ECO427677 Informarles que en ClimaControl hemos detectado que la tienda Outlet Mall 12462 SEV-LAGOH, SEVILLA tiene activa la alerta Control remoto termostato es distinto a control remoto lo que nos indica que el sistema de control de climatización se encuentra en modo manual (Termostato) y puede estar generando consumos indeseados.","Me avisan porque desde ClimaControl el sistema aparece en manual y con las máquinas paradas. Hablo con tienda para que lo pongan en automático, pero me comentan que a ellos les sigue figurando en manual y que no arranca nada.

Me desplazo a tienda y reviso el cuadro eléctrico, comprobando que el selector manual/automático está en posición manual porque se había bajado por error el interruptor contiguo. Lo coloco correctamente en automático y verifico que las unidades arrancan.

Compruebo una por una que todas las máquinas inician funcionamiento normal y que no queda ninguna bloqueada. Me quedo en tienda supervisando el arranque completo del sistema y verificando desde control que no se generen nuevas alarmas.

Permanezco el tiempo necesario hasta que la tienda empieza a recuperar temperatura de confort y confirmo estabilidad de funcionamiento. Posteriormente contacto con ClimaControl para verificar que ya les aparece el sistema en automático y operativo, procediendo al cierre de la eco generada.

Trabajo finalizado sin más incidencia.",NO,,NO,,02:00
12961,2026-04926,,,39,Visita Tecnica (No Facturable),0,,7,SAT ALMERIA,5,Finalizado,3,No Urgente,NO,2026-03-02T09:37:00,2026-03-05,07:45,2026-03-05,08:45,2026-03-05T15:08:49,395,DISTRIBUCIONES IBERIA S.A.,ESX11000010,0,,3083,C4462 CTRA. SIERRA ALHAMILLA,"AVDA. DE SIERRA ALHAMILLA, S/N",Almeria,04004,Almería,161,OFT-DAVID SANCHEZ ORTEGA,112,ALM-ROBERTO AGUILAR MESA,,,,NO,NO,VISITA TECNICA,Visita Técnica,,VISITA TECNICA,Visita técnica por cambio de ubicación de equipos clima,NO,,NO,,00:00
12960,2026-04925,16310061,,2,Accion Correctiva,0,,5,SAT MALAGA,7,Albaranado,3,No Urgente,NO,2026-03-02T09:36:00,2026-03-02,02:00,2026-03-02,04:00,2026-03-02T12:57:03,438,BRISA SPORT SA,ESX11000002,130,ADM-CARMEN LOPEZ FERNANDEZ,2592,7866 MAL-MARQUES LARIOS,"C/ MARQUÉS DE LARIOS, 5, 29005",MÁLAGA,29005,Málaga,133,OFT-SERGIO TORRES REYES,135,MAL-DANIEL CASTAÑO RUEDA,,,,NO,NO,"Nº Pedido 16310061 INC000026027715 WR000976859 No enciende
",,"WR000976859 No enciende
","Nº Pedido 16310061 INC000026027715 WR000976859 No enciende
","A mi llegada los equipos se encuentran funcionando con normalidad. Reviso en plataforma ENERGYMON los históricos correspondientes a la fecha indicada, comprobando consignas, temperaturas y posibles alarmas, sin detectar comportamiento anómalo.

Se realiza comprobación in situ de los equipos, verificando funcionamiento en frío, temperaturas de impulsión y correcto trabajo de compresores y ventiladores. Se mantiene en observación durante la intervención sin reproducirse la incidencia.

No se detecta fallo en la instalación de climatización.
Se cierra aviso por funcionamiento correcto.",NO,,NO,,02:00
12959,2026-04924,16309955,,2,Accion Correctiva,0,,5,SAT MALAGA,555,No facturar,3,No Urgente,NO,2026-03-02T09:13:00,2026-03-02,00:00,2026-03-02,02:00,2026-03-02T12:18:37,438,BRISA SPORT SA,ESX11000002,130,ADM-CARMEN LOPEZ FERNANDEZ,2569,13857-1-13857 MAL-EL INGENIO,"AVDA.DEL REY JUAN CARLOS I, 29700 VÉLEZ-MÁLAGA",VELEZ MÁLAGA,29700,Málaga,133,OFT-SERGIO TORRES REYES,135,MAL-DANIEL CASTAÑO RUEDA,,,,NO,NO,WR000977637 Hace frio en superficie de tienda,,,WR000977637 Hace frio en superficie de tienda,"Se llama a tienda en reiteradas ocasiones y no me lo cogen. Llamo a ClimaControl y vemos que la tienda está en 23,5 grados en ventas para 24 de consigna, y con los equipos funcionando correctamente. Se ajusta la consigna por el día de hoy a 24,5 grados. Tras varias llamadas consigo hablar con tienda y me indican que el aviso debió ser del sábado porque la encargada abrió a las 9 está mañana y el aviso es anterior. Ahora mismo me indican que están bien. cerrado ",NO,,NO,,00:00
12958,2026-04923,PTE,,2,Accion Correctiva,0,,16,SAT SEVILLA/HUELVA,1,Sin Asignar,3,No Urgente,NO,2026-03-02T08:16:00,,00:00,,00:00,,35,"SERVICIOS TECNICOS ANDALUCES, S.L",ESX11000016,152,ADM-RAFAEL MORALES JIMENEZ,2942,BOSTON T50 CC LAGOH,"AVDA. DE PALMAS ALTAS, 1",Sevilla,41012,Sevilla,147,OFT-PABLO HERRERA MOLINA,,,,,,NO,NO,MTO FEBRERO BOSTON T50 CC LAGOH,,,MTO FEBRERO BOSTON T50 CC LAGOH,,NO,,NO,,00:00
12957,2026-04922,16309227,16309227,2,Accion Correctiva,0,,16,SAT SEVILLA/HUELVA,7,Albaranado,3,No Urgente,NO,2026-02-28T13:09:00,2026-02-28,10:00,2026-02-28,11:00,2026-03-01T11:25:28,591,"MODA SUR, S.A.",ESX11000001,152,ADM-RAFAEL MORALES JIMENEZ,2378,303 SEV-PLAZA NUEVA,PLAZA CENTRAL 12,SEVILLA,41002,Sevilla,161,OFT-DAVID SANCHEZ ORTEGA,142,SEV-ALEJANDRO DURAN SALAS,2,SAT,,NO,NO,"Nº Pedido 16309227 INC000026029278 WR000977198 Hace bastante calor en la planta 0,1 y 2 del edificio de mujer ",solucionado por teléfono,,"Nº Pedido 16309227 INC000026029278 WR000977198 Hace bastante calor en la planta 0,1 y 2 del edificio de mujer ",se habla con tienda y a petición del encargado y debido a las temperaturas que tenemos actualmente en Sevilla se cambian todas las unidades de planta cero planta uno y planta dos a veintidós grados modo frío,NO,,NO,,00:00
